,Spital/Institution,Kanton,Kanton LV,Adr,Ort,Basispaket,Dermatologie,Hals-Nasen-Ohren,Neurochirurgie,Neurologie,Ophthalmologie,Endokrinologie,Gastroenterologie,Viszeralchirurgie,Hämatologie,Gefässe,Herz,Nephrologie,Urologie,Pneumologie,Thoraxchirurgie,Transplantationen,Bewegungsapparat chirurgisch,Rheumatologie,Gynäkologie,Geburtshilfe,Neugeborene,(Radio-) Onkologie,Unfallchirurgie,Übrige (Querschnittsbereiche),BP,BPE,DER1,DER1.1,DER1.2,DER2,HNO1,HNO1.1,HNO1.1.1,HNO1.2,HNO1.2.1,HNO1.3,HNO1.3.1,HNO1.3.2,HNO2,KIE1,NCH1,NCH1.1,NCH1.1.1,NCH1.1.1.1,NCH1.1.2,NCH1.1.3,NCH2,NCH2.1,NCH3,NEU1,NEU2,NEU2.1,NEU3,NEU3.1,NEU4,NEU4.1,NEU4.2,AUG1,AUG1.1,AUG1.2,AUG1.3,AUG1.4,AUG1.5,END1,GAE1,GAE1.1,VIS1,VIS1.1,VIS1.2,VIS1.3,VIS1.4,VIS1.4.1,VIS1.5,HAE1,HAE1.1,HAE2,HAE3,HAE4,HAE5,GEF1,ANG1,GEF2,ANG2,GEFA,GEF3,ANG3,GEF4,ANG4,RAD1,RAD2,HER1,HER1.1,HER1.1.1,HER1.1.2,HER1.1.3,HER1.1.4,HER1.1.5,HER1.1.6,KAR1,KAR1.1,KAR1.1.1,KAR1.2,KAR1.3,KAR2,KAR3,KAR3.1,KAR3.1.1,NEP1,URO1,URO1.1,URO1.1.1,URO1.1.2,URO1.1.3,URO1.1.4,URO1.1.5,URO1.1.6,URO1.1.7,URO1.1.8,PNE1,PNE1.1,PNE1.2,PNE1.3,PNE2,THO1,THO1.1,THO1.2,TPL1,TPL2,TPL3,TPL4,TPL5,TPL6,TPL7,BEW1,BEW2,BEW3,BEW4,BEW5,BEW6,BEW7,BEW7.1,BEW7.1.1,BEW7.2,BEW7.2.1,BEW7.3,BEW8,BEW8.1,BEW8.1.1,BEW9,BEW10,BEW11,RHE1,RHE2,GYN1,GYN1.1,GYN1.2,GYN1.3,GYN1.4,GYNT,GYN2,PLC1,GEBH,GEBS,GEB1,GEB1.1,GEB1.1.1,NEOG,NEO1,NEO1.1,NEO1.1.1,NEO1.1.1.1,ONK1,RAO1,NUK1,UNF1,UNF1.1,UNF2,ISO,BES,KINM,KINC,KINB,KAA,KAB,KAC,KAD,GER,AVA,PAL,Erfüllte Leistungsangebote,Beschränkte/Befristete Leistungsangebote
102,HFR - Hôpital fribourgeois,FR,FR,Chem. des Pensionnats 2/6,1752 Villars-sur-Glâne,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,2.0,2.0,,,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,2.0,,,"['Basispaket', 'Dermatologie', 'Ophthalmologie', 'Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'Urologie', 'Thoraxchirurgie', 'Rheumatologie', '(Radio-) Onkologie', 'BP', 'BPE', 'DER1', 'DER1.1', 'DER1.2', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.2.1', 'HNO1.3', 'HNO2', 'KIE1', 'NCH1', 'NCH1.1', 'NCH2', 'NCH3', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'NEU4', 'NEU4.1', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.1', 'VIS1.3', 'VIS1.4', 'VIS1.4.1', 'VIS1.5', 'HAE1', 'HAE1.1', 'HAE2', 'HAE3', 'GEF1', 'ANG1', 'GEF2', 'ANG2', 'GEF3', 'ANG3', 'RAD1', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.4', 'URO1.1.5', 'URO1.1.6', 'URO1.1.7', 'URO1.1.8', 'PNE1', 'PNE1.1', 'PNE1.3', 'PNE2', 'THO1', 'THO1.1', 'THO1.2', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW8', 'BEW8.1', 'RHE1', 'RHE2', 'GYN1', 'GYN1.1', 'GYN1.2', 'GYN1.3', 'GYN1.4', 'GYN2', 'PLC1', 'GEB1', 'GEB1.1', 'NEO1', 'NEO1.1', 'ONK1', 'RAO1', 'NUK1', 'UNF1', 'UNF1.1', 'KINM', 'KINC', 'KINB', 'GER']","['Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Pneumologie', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)']"
103,Hôpital Jules Daler,FR,FR,Route de Bertigny 34,1700 Fribourg,2.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,"['Basispaket', 'Endokrinologie', 'BP', 'BPE', 'DER1', 'DER1.1', 'HNO1', 'HNO1.1', 'HNO1.2', 'HNO2', 'KIE1', 'END1', 'GAE1', 'VIS1', 'VIS1.4', 'ANG1', 'RAD1', 'URO1', 'URO1.1', 'URO1.1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.5', 'URO1.1.6', 'URO1.1.7', 'URO1.1.8', 'BEW1', 'BEW3', 'BEW5', 'GYN1', 'GYN1.3', 'GYN2', 'GEB1', 'NEO1', 'ONK1', 'KINB']","['Dermatologie', 'Hals-Nasen-Ohren', 'Gastroenterologie', 'Viszeralchirurgie', 'Gefässe', 'Urologie', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)']"
104,SMN - Clinique Générale - Ste-Anne SA,FR,FR,Rue Hans­Geiler 6,1700 Fribourg,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,2.0,,,,2.0,2.0,2.0,,2.0,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,"['BPE', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.2', 'HNO1.3', 'NCH2', 'NCH3', 'URO1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW8', 'BEW8.1', 'RHE1', 'GYN1', 'GYN1.3', 'GYN2', 'KINB']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Urologie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Übrige (Querschnittsbereiche)']"
105,Hôpital Intercantonal de la Broye (HIB),FR,FR,Avenue de la Colline 3,1530 Payerne,2.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,2.0,,,,,2.0,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,2.0,,,,,2.0,2.0,2.0,,,,,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,2.0,,2.0,,,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,,,"['Basispaket', 'Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'BP', 'BPE', 'DER1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.2', 'HNO2', 'NEU1', 'NEU2', 'NEU3', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.4', 'HAE2', 'HAE3', 'RAD1', 'KAR1', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.5', 'URO1.1.7', 'PNE1', 'PNE1.1', 'BEW1', 'BEW2', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'RHE1', 'GYN1', 'GYN1.3', 'GYN1.4', 'GYN2', 'GEB1', 'NEO1', 'ONK1', 'UNF1', 'KINM', 'KINC', 'GER']","['Dermatologie', 'Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)']"
106,Maison de Naissance le Petit Prince,FR,FR,Route du Petit­Moncor 1d,1752 Villars­sur­Glâne,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,['GEBH'],['Geburtshilfe']
107,Réseau hospitalier neuchâtelois RHNe,NE,FR,Maladière 45,2000 Neuchâtel,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['NCH2', 'BEW2', 'GYN1.2']","['Neurochirurgie', 'Bewegungsapparat chirurgisch', 'Gynäkologie']"
108,Fürsorgeverein Bethesda,BE,FR,Oberdorf,3233 Tschugg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['NEU4', 'NEU4.1']",['Neurologie']
109,CHUV Centre Hospitalier Universitaire Vaudois,VD,FR,Rue du Bugnon 21,1011 Lausanne,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,2.0,,2.0,,2.0,,,,,2.0,,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,,,,,,,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,,,2.0,,,,,2.0,,,,,2.0,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,"['DER1.1', 'HNO1.1.1', 'HNO1.2.1', 'HNO1.3.1', 'NCH1.1', 'NCH2', 'NCH3', 'NEU3.1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'HAE4', 'ANG3', 'GEF4', 'ANG4', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'KAR1.2', 'PNE1.2', 'PNE1.3', 'PNE2', 'TPL1', 'TPL2', 'TPL5', 'BEW9', 'BEW10', 'BEW11', 'RHE2', 'GYN1.2', 'PLC1', 'GEB1.1.1', 'NEO1.1.1.1', 'UNF1.1', 'UNF2']","['Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Pneumologie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie']"
110,Insel Gruppe AG (universitär),BE,FR,Freiburgstrasse 18,3010 Bern,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,2.0,,2.0,,2.0,2.0,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,,,2.0,,,,,2.0,,,,,2.0,,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,"['Transplantationen', 'DER1.1', 'HNO1.1.1', 'HNO1.2.1', 'HNO1.3.1', 'HNO1.3.2', 'NCH1', 'NCH1.1', 'NCH2', 'NCH3', 'NEU2.1', 'NEU3.1', 'NEU4', 'NEU4.1', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'HAE4', 'HAE5', 'ANG3', 'GEF4', 'ANG4', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'PNE1.2', 'PNE1.3', 'PNE2', 'TPL1', 'TPL2', 'TPL3', 'TPL4', 'TPL5', 'TPL6', 'TPL7', 'BEW9', 'BEW10', 'BEW11', 'RHE2', 'GYN1.2', 'PLC1', 'GEB1.1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'UNF1.1', 'UNF2']","['Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Ophthalmologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Pneumologie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie']"
111,Les Hôpitaux Universitaires de Genève HUG,GE,FR,Rue Gabrielle­Perret­Gentil 4,1205 Genève,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,2.0,,2.0,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,"['DER1.1', 'HNO1.3.2', 'NCH1', 'NCH1.1', 'NEU2.1', 'NEU3.1', 'NEU4', 'NEU4.1', 'VIS1.1', 'VIS1.2', 'HAE5', 'GEF4', 'ANG4', 'HER1.1', 'HER1.1.1', 'PNE1.3', 'TPL3', 'TPL4', 'TPL5', 'TPL6', 'BEW9', 'BEW10', 'GEB1.1.1', 'NEO1.1.1', 'UNF1', 'UNF1.1']","['Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Pneumologie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie']"
113,Clinique de la Plaine,GE,GE,Rue Charles­Humbert 5,1205 Genève,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['BPE', 'URO1', 'URO1.1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'GYN1']","['Basispaket', 'Urologie', 'Bewegungsapparat chirurgisch', 'Gynäkologie']"
114,Clinique Générale-Beaulieu,GE,GE,Chemin de Beau­Soleil 20,1206 Genève,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,2.0,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,"['BPE', 'HNO1', 'HNO1.1', 'HNO1.2', 'URO1', 'URO1.1', 'URO1.1.1', 'GYN1', 'ONK1']","['Basispaket', 'Hals-Nasen-Ohren', 'Urologie', 'Gynäkologie', '(Radio-) Onkologie']"
115,Clinique la Colline,GE,GE,Avenue de Beau­Séjour 6,1206 Genève,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Ophthalmologie', 'BP', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'BEW8.1']","['Basispaket', 'Bewegungsapparat chirurgisch']"
116,Clinique des Grangettes SA,GE,GE,Chemin des Grangettes 7,1224 Chêne­Bougeries,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,2.0,,,2.0,,2.0,2.0,,,2.0,2.0,,,2.0,,,,,2.0,,,,,,,,,,2.0,2.0,,2.0,2.0,,,,,,2.0,2.0,2.0,,2.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,"['Endokrinologie', 'Gastroenterologie', '(Radio-) Onkologie', 'BP', 'DER1', 'DER1.1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.3', 'HNO2', 'KIE1', 'NCH1', 'NEU1', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.4', 'HAE1', 'HAE2', 'HAE3', 'GEF1', 'ANG1', 'GEFA', 'RAD1', 'KAR1', 'KAR1.1', 'KAR1.2', 'KAR1.3', 'URO1', 'URO1.1', 'URO1.1.1', 'URO1.1.3', 'PNE1', 'THO1', 'RHE1', 'GYN1', 'GYNT', 'GYN2', 'GEB1', 'NEO1', 'ONK1', 'RAO1', 'NUK1']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene']"
117,Hôpital de la Tour,GE,GE,Avenue Jacob­Daniel Maillard 3,1217 Meyrin,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,2.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,2.0,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,2.0,2.0,,2.0,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,,2.0,,,,,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,"['Endokrinologie', 'Gastroenterologie', 'Nephrologie', '(Radio-) Onkologie', 'BP', 'DER1', 'DER1.1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.2.1', 'HNO1.3', 'HNO1.3.1', 'HNO2', 'KIE1', 'NCH1', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'NEU4', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.4', 'AUG1.5', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.4', 'HAE1', 'HAE2', 'HAE3', 'GEF1', 'ANG1', 'GEFA', 'GEF3', 'ANG3', 'RAD1', 'KAR1', 'KAR1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.1', 'URO1.1.3', 'PNE1', 'PNE1.1', 'PNE1.3', 'PNE2', 'THO1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'BEW8.1', 'BEW9', 'BEW10', 'RHE1', 'GYN1', 'GYNT', 'GYN2', 'GEB1', 'NEO1', 'ONK1', 'RAO1', 'NUK1']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Ophthalmologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene']"
